ensembl_gene_symbol	ensembl_gene_id	ensembl_transcript_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene	data_source
CDK16	ENSG00000102225.17	ENST00000357227.9	CDK16	HGNC:8749	CDK16	5127	TRUE	FALSE	cancermine
CDK4	ENSG00000135446.17	ENST00000257904.11	CDK4	HGNC:1773	CDK4	1019	TRUE	TRUE	cancermine
CDK8	ENSG00000132964.12	ENST00000381527.8	CDK8	HGNC:1779	CDK8	1024	TRUE	FALSE	cancermine
CDKN1A	ENSG00000124762.14	ENST00000244741.10	CDKN1A	HGNC:1784	CDKN1A	1026	TRUE	TRUE	cancermine
CDKN1B	ENSG00000111276.12	ENST00000228872.9	CDKN1B	HGNC:1785	CDKN1B	1027	TRUE	TRUE	cancermine
CDKN2A	ENSG00000147889.18	ENST00000304494.10	CDKN2A	HGNC:1787	CDKN2A	1029	TRUE	TRUE	cancermine
CDKN2B	ENSG00000147883.12	ENST00000276925.7	CDKN2B	HGNC:1788	CDKN2B	1030	TRUE	TRUE	cancermine
CDKN2C	ENSG00000123080.12	ENST00000371761.4	CDKN2C	HGNC:1789	CDKN2C	1031	FALSE	TRUE	cancermine
CDX2	ENSG00000165556.10	ENST00000381020.8	CDX2	HGNC:1806	CDX2	1045	FALSE	TRUE	cancermine
CHD1	ENSG00000153922.11	ENST00000614616.5	CHD1	HGNC:1915	CHD1	1105	FALSE	TRUE	cancermine
CHD1L	ENSG00000131778.20	ENST00000369258.8	CHD1L	HGNC:1916	CHD1L	9557	TRUE	FALSE	cancermine
CHD5	ENSG00000116254.18	ENST00000262450.8	CHD5	HGNC:16816	CHD5	26038	FALSE	TRUE	cancermine
CREB1	ENSG00000118260.15	ENST00000353267.8	CREB1	HGNC:2345	CREB1	1385	TRUE	FALSE	cancermine
CRKL	ENSG00000099942.13	ENST00000354336.8	CRKL	HGNC:2363	CRKL	1399	TRUE	FALSE	cancermine
CSF1R	ENSG00000182578.14	ENST00000675795.1	CSF1R	HGNC:2433	CSF1R	1436	TRUE	FALSE	cancermine
CST6	ENSG00000175315.3	ENST00000312134.3	CST6	HGNC:2478	CST6	1474	FALSE	TRUE	cancermine
CTCF	ENSG00000102974.16	ENST00000264010.10	CTCF	HGNC:13723	CTCF	10664	TRUE	TRUE	cancermine
CTNNB1	ENSG00000168036.18	ENST00000349496.11	CTNNB1	HGNC:2514	CTNNB1	1499	TRUE	FALSE	cancermine
CYLD	ENSG00000083799.18	ENST00000427738.8	CYLD	HGNC:2584	CYLD	1540	FALSE	TRUE	cancermine
DAB2	ENSG00000153071.15	ENST00000320816.11	DAB2	HGNC:2662	DAB2	1601	FALSE	TRUE	cancermine
DAB2IP	ENSG00000136848.18	ENST00000408936.7	DAB2IP	HGNC:17294	DAB2IP	153090	FALSE	TRUE	cancermine
DACH1	ENSG00000276644.5	ENST00000613252.5	DACH1	HGNC:2663	DACH1	1602	FALSE	TRUE	cancermine
DCC	ENSG00000187323.12	ENST00000442544.7	DCC	HGNC:2701	DCC	1630	FALSE	TRUE	cancermine
DCUN1D1	ENSG00000043093.15	ENST00000292782.9	DCUN1D1	HGNC:18184	DCUN1D1	54165	TRUE	FALSE	cancermine
DDIT3	ENSG00000175197.13	ENST00000346473.8	DDIT3	HGNC:2726	DDIT3	1649	TRUE	FALSE	cancermine
DDX3X	ENSG00000215301.11	ENST00000644876.2	DDX3X	HGNC:2745	DDX3X	1654	TRUE	TRUE	cancermine
DEK	ENSG00000124795.17	ENST00000652689.1	DEK	HGNC:2768	DEK	7913	TRUE	FALSE	cancermine
DHH	ENSG00000139549.4	ENST00000649637.2	DHH	HGNC:2865	DHH	50846	TRUE	FALSE	cancermine
DIRAS3	ENSG00000162595.8	ENST00000646789.1	DIRAS3	HGNC:687	DIRAS3	9077	FALSE	TRUE	cancermine
DLC1	ENSG00000164741.15	ENST00000276297.9	DLC1	HGNC:2897	DLC1	10395	FALSE	TRUE	cancermine
E2F1	ENSG00000101412.13	ENST00000343380.6	E2F1	HGNC:3113	E2F1	1869	TRUE	TRUE	cancermine
EAF2	ENSG00000145088.9	ENST00000273668.7	EAF2	HGNC:23115	EAF2	55840	FALSE	TRUE	cancermine
ECRG4	ENSG00000119147.10	ENST00000238044.8	ECRG4	HGNC:24642	ECRG4	84417	FALSE	TRUE	cancermine
EEF1A2	ENSG00000101210.13	ENST00000217182.6	EEF1A2	HGNC:3192	EEF1A2	1917	TRUE	FALSE	cancermine
EGF	ENSG00000138798.13	ENST00000265171.10	EGF	HGNC:3229	EGF	1950	TRUE	FALSE	cancermine
EGFR	ENSG00000146648.20	ENST00000275493.7	EGFR	HGNC:3236	EGFR	1956	TRUE	TRUE	cancermine
EGR1	ENSG00000120738.8	ENST00000239938.5	EGR1	HGNC:3238	EGR1	1958	TRUE	TRUE	cancermine
EML4	ENSG00000143924.19	ENST00000318522.10	EML4	HGNC:1316	EML4	27436	TRUE	FALSE	cancermine
EMP3	ENSG00000142227.11	ENST00000270221.11	EMP3	HGNC:3335	EMP3	2014	FALSE	TRUE	cancermine
EPHA2	ENSG00000142627.13	ENST00000358432.8	EPHA2	HGNC:3386	EPHA2	1969	TRUE	FALSE	cancermine
EPHA7	ENSG00000135333.15	ENST00000369303.9	EPHA7	HGNC:3390	EPHA7	2045	FALSE	TRUE	cancermine
ERBB2	ENSG00000141736.14	ENST00000269571.10	ERBB2	HGNC:3430	ERBB2	2064	TRUE	TRUE	cancermine
ERBB3	ENSG00000065361.17	ENST00000267101.8	ERBB3	HGNC:3431	ERBB3	2065	TRUE	FALSE	cancermine
ERBB4	ENSG00000178568.15	ENST00000342788.9	ERBB4	HGNC:3432	ERBB4	2066	TRUE	FALSE	cancermine
ERG	ENSG00000157554.20	ENST00000288319.12	ERG	HGNC:3446	ERG	2078	TRUE	FALSE	cancermine
ESR1	ENSG00000091831.25	ENST00000206249.8	ESR1	HGNC:3467	ESR1	2099	TRUE	TRUE	cancermine
ETS1	ENSG00000134954.14	ENST00000392668.8	ETS1	HGNC:3488	ETS1	2113	TRUE	FALSE	cancermine
EWSR1	ENSG00000182944.18	ENST00000397938.7	EWSR1	HGNC:3508	EWSR1	2130	TRUE	FALSE	cancermine
EYA4	ENSG00000112319.20	ENST00000355286.12	EYA4	HGNC:3522	EYA4	2070	FALSE	TRUE	cancermine
EZH2	ENSG00000106462.12	ENST00000320356.7	EZH2	HGNC:3527	EZH2	2146	TRUE	TRUE	cancermine
FASN	ENSG00000169710.9	ENST00000306749.4	FASN	HGNC:3594	FASN	2194	TRUE	FALSE	cancermine
FAT1	ENSG00000083857.15	ENST00000441802.7	FAT1	HGNC:3595	FAT1	2195	FALSE	TRUE	cancermine
FBXW7	ENSG00000109670.16	ENST00000281708.10	FBXW7	HGNC:16712	FBXW7	55294	FALSE	TRUE	cancermine
FGF19	ENSG00000162344.4	ENST00000294312.4	FGF19	HGNC:3675	FGF19	9965	TRUE	FALSE	cancermine
FGFR1	ENSG00000077782.22	ENST00000447712.7	FGFR1	HGNC:3688	FGFR1	2260	TRUE	FALSE	cancermine
FGFR2	ENSG00000066468.24	ENST00000358487.10	FGFR2	HGNC:3689	FGFR2	2263	TRUE	FALSE	cancermine
FGFR3	ENSG00000068078.20	ENST00000440486.8	FGFR3	HGNC:3690	FGFR3	2261	TRUE	FALSE	cancermine
FHIT	ENSG00000189283.10	ENST00000492590.6	FHIT	HGNC:3701	FHIT	2272	TRUE	TRUE	cancermine
FLCN	ENSG00000154803.13	ENST00000285071.9	FLCN	HGNC:27310	FLCN	201163	FALSE	TRUE	cancermine
FLI1	ENSG00000151702.17	ENST00000527786.7	FLI1	HGNC:3749	FLI1	2313	TRUE	FALSE	cancermine
FLII	ENSG00000177731.16	ENST00000327031.9	FLII	HGNC:3750	FLII	2314	TRUE	FALSE	cancermine
FLT3	ENSG00000122025.15	ENST00000241453.12	FLT3	HGNC:3765	FLT3	2322	TRUE	FALSE	cancermine
FOS	ENSG00000170345.10	ENST00000303562.9	FOS	HGNC:3796	FOS	2353	TRUE	FALSE	cancermine
FOXA1	ENSG00000129514.8	ENST00000250448.5	FOXA1	HGNC:5021	FOXA1	3169	TRUE	FALSE	cancermine
FOXA2	ENSG00000125798.15	ENST00000419308.7	FOXA2	HGNC:5022	FOXA2	3170	FALSE	TRUE	cancermine
FOXM1	ENSG00000111206.13	ENST00000359843.8	FOXM1	HGNC:3818	FOXM1	2305	TRUE	FALSE	cancermine
FOXO1	ENSG00000150907.10	ENST00000379561.6	FOXO1	HGNC:3819	FOXO1	2308	TRUE	TRUE	cancermine
FOXO3	ENSG00000118689.15	ENST00000406360.2	FOXO3	HGNC:3821	FOXO3	2309	FALSE	TRUE	cancermine
FOXP1	ENSG00000114861.24	ENST00000649528.3	FOXP1	HGNC:3823	FOXP1	27086	TRUE	TRUE	cancermine
FOXP3	ENSG00000049768.17	ENST00000376207.10	FOXP3	HGNC:6106	FOXP3	50943	TRUE	TRUE	cancermine
FOXR2	ENSG00000189299.7	ENST00000339140.5	FOXR2	HGNC:30469	FOXR2	139628	TRUE	FALSE	cancermine
FTO	ENSG00000140718.21	ENST00000471389.6	FTO	HGNC:24678	FTO	79068	TRUE	FALSE	cancermine
FUS	ENSG00000089280.19	ENST00000254108.12	FUS	HGNC:4010	FUS	2521	TRUE	FALSE	cancermine
GATA3	ENSG00000107485.18	ENST00000379328.9	GATA3	HGNC:4172	GATA3	2625	TRUE	TRUE	cancermine
GFI1	ENSG00000162676.12	ENST00000294702.6	GFI1	HGNC:4237	GFI1	2672	TRUE	FALSE	cancermine
GKN1	ENSG00000169605.7	ENST00000377938.4	GKN1	HGNC:23217	GKN1	56287	FALSE	TRUE	cancermine
GLI1	ENSG00000111087.10	ENST00000228682.7	GLI1	HGNC:4317	GLI1	2735	TRUE	FALSE	cancermine
GLI2	ENSG00000074047.22	ENST00000361492.9	GLI2	HGNC:4318	GLI2	2736	TRUE	FALSE	cancermine
GLI3	ENSG00000106571.15	ENST00000395925.8	GLI3	HGNC:4319	GLI3	2737	TRUE	FALSE	cancermine
GNAQ	ENSG00000156052.11	ENST00000286548.9	GNAQ	HGNC:4390	GNAQ	2776	TRUE	FALSE	cancermine
GNAS	ENSG00000087460.29	ENST00000371085.8	GNAS	HGNC:4392	GNAS	2778	TRUE	FALSE	cancermine
GNMT	ENSG00000124713.6	ENST00000372808.4	GNMT	HGNC:4415	GNMT	27232	FALSE	TRUE	cancermine
GOLM1	ENSG00000135052.16	ENST00000388712.7	GOLM1	HGNC:15451	GOLM1	51280	TRUE	FALSE	cancermine
GOLPH3	ENSG00000113384.14	ENST00000265070.7	GOLPH3	HGNC:15452	GOLPH3	64083	TRUE	FALSE	cancermine
GPC3	ENSG00000147257.16	ENST00000370818.8	GPC3	HGNC:4451	GPC3	2719	TRUE	FALSE	cancermine
GPRC5A	ENSG00000013588.9	ENST00000014914.6	GPRC5A	HGNC:9836	GPRC5A	9052	FALSE	TRUE	cancermine
HDGF	ENSG00000143321.19	ENST00000357325.10	HDGF	HGNC:4856	HDGF	3068	TRUE	FALSE	cancermine
HGF	ENSG00000019991.18	ENST00000222390.11	HGF	HGNC:4893	HGF	3082	TRUE	FALSE	cancermine
HNF1A	ENSG00000135100.19	ENST00000257555.11	HNF1A	HGNC:11621	HNF1A	6927	FALSE	TRUE	cancermine
HOXA5	ENSG00000106004.5	ENST00000222726.4	HOXA5	HGNC:5106	HOXA5	3202	FALSE	TRUE	cancermine
HOXA9	ENSG00000078399.19	ENST00000343483.7	HOXA9	HGNC:5109	HOXA9	3205	TRUE	FALSE	cancermine
HPGD	ENSG00000164120.14	ENST00000296522.11	HPGD	HGNC:5154	HPGD	3248	FALSE	TRUE	cancermine
HRAS	ENSG00000174775.18	ENST00000311189.8	HRAS	HGNC:5173	HRAS	3265	TRUE	FALSE	cancermine
ID4	ENSG00000172201.12	ENST00000378700.8	ID4	HGNC:5363	ID4	3400	TRUE	TRUE	cancermine
IDH1	ENSG00000138413.14	ENST00000345146.7	IDH1	HGNC:5382	IDH1	3417	TRUE	FALSE	cancermine
IGF2	ENSG00000167244.21	ENST00000416167.7	IGF2	HGNC:5466	IGF2	3481	TRUE	FALSE	cancermine
IGFBP7	ENSG00000163453.11	ENST00000295666.6	IGFBP7	HGNC:5476	IGFBP7	3490	FALSE	TRUE	cancermine
IKBKE	ENSG00000263528.8	ENST00000581977.7	IKBKE	HGNC:14552	IKBKE	9641	TRUE	FALSE	cancermine
IKZF1	ENSG00000185811.20	ENST00000331340.8	IKZF1	HGNC:13176	IKZF1	10320	FALSE	TRUE	cancermine
INPP4B	ENSG00000109452.13	ENST00000262992.9	INPP4B	HGNC:6075	INPP4B	8821	TRUE	TRUE	cancermine
IQGAP2	ENSG00000145703.17	ENST00000274364.11	IQGAP2	HGNC:6111	IQGAP2	10788	FALSE	TRUE	cancermine
IRF1	ENSG00000125347.15	ENST00000245414.9	IRF1	HGNC:6116	IRF1	3659	FALSE	TRUE	cancermine
IRF4	ENSG00000137265.15	ENST00000380956.9	IRF4	HGNC:6119	IRF4	3662	TRUE	FALSE	cancermine
IRF8	ENSG00000140968.11	ENST00000268638.10	IRF8	HGNC:5358	IRF8	3394	FALSE	TRUE	cancermine
ITCH	ENSG00000078747.16	ENST00000374864.10	ITCH	HGNC:13890	ITCH	83737	FALSE	TRUE	cancermine
JAK2	ENSG00000096968.14	ENST00000381652.4	JAK2	HGNC:6192	JAK2	3717	TRUE	FALSE	cancermine
JUN	ENSG00000177606.8	ENST00000371222.4	JUN	HGNC:6204	JUN	3725	TRUE	FALSE	cancermine
KANK1	ENSG00000107104.21	ENST00000382297.7	KANK1	HGNC:19309	KANK1	23189	FALSE	TRUE	cancermine
KDM5B	ENSG00000117139.18	ENST00000367265.9	KDM5B	HGNC:18039	KDM5B	10765	TRUE	FALSE	cancermine
KDM5C	ENSG00000126012.13	ENST00000375401.8	KDM5C	HGNC:11114	KDM5C	8242	FALSE	TRUE	cancermine
KIF14	ENSG00000118193.12	ENST00000367350.5	KIF14	HGNC:19181	KIF14	9928	TRUE	FALSE	cancermine
KIT	ENSG00000157404.17	ENST00000288135.6	KIT	HGNC:6342	KIT	3815	TRUE	FALSE	cancermine
KL	ENSG00000133116.8	ENST00000380099.4	KL	HGNC:6344	KL	9365	FALSE	TRUE	cancermine
KLF4	ENSG00000136826.15	ENST00000374672.5	KLF4	HGNC:6348	KLF4	9314	TRUE	TRUE	cancermine
KLF5	ENSG00000102554.14	ENST00000377687.6	KLF5	HGNC:6349	KLF5	688	TRUE	TRUE	cancermine
KLF6	ENSG00000067082.15	ENST00000497571.6	KLF6	HGNC:2235	KLF6	1316	FALSE	TRUE	cancermine
KMT2A	ENSG00000118058.24	ENST00000534358.8	KMT2A	HGNC:7132	KMT2A	4297	TRUE	FALSE	cancermine
KMT2C	ENSG00000055609.21	ENST00000262189.11	KMT2C	HGNC:13726	KMT2C	58508	FALSE	TRUE	cancermine
KRAS	ENSG00000133703.14	ENST00000311936.8	KRAS	HGNC:6407	KRAS	3845	TRUE	FALSE	cancermine
LETMD1	ENSG00000050426.16	ENST00000262055.9	LETMD1	HGNC:24241	LETMD1	25875	TRUE	FALSE	cancermine
LHPP	ENSG00000107902.14	ENST00000368842.10	LHPP	HGNC:30042	LHPP	64077	FALSE	TRUE	cancermine
LIN28B	ENSG00000187772.8	ENST00000345080.5	LIN28B	HGNC:32207	LIN28B	389421	TRUE	FALSE	cancermine
LMO1	ENSG00000166407.14	ENST00000335790.8	LMO1	HGNC:6641	LMO1	4004	TRUE	FALSE	cancermine
LMO2	ENSG00000135363.12	ENST00000257818.3	LMO2	HGNC:6642	LMO2	4005	TRUE	FALSE	cancermine
LRRC4	ENSG00000128594.8	ENST00000249363.4	LRRC4	HGNC:15586	LRRC4	64101	FALSE	TRUE	cancermine
LSAMP	ENSG00000185565.12	ENST00000490035.7	LSAMP	HGNC:6705	LSAMP	4045	FALSE	TRUE	cancermine
MACC1	ENSG00000183742.13	ENST00000400331.10	MACC1	HGNC:30215	MACC1	346389	TRUE	FALSE	cancermine
MAF	ENSG00000178573.7	ENST00000326043.5	MAF	HGNC:6776	MAF	4094	TRUE	FALSE	cancermine
MAPK1	ENSG00000100030.15	ENST00000215832.11	MAPK1	HGNC:6871	MAPK1	5594	TRUE	FALSE	cancermine
MARK2	ENSG00000072518.22	ENST00000402010.8	MARK2	HGNC:3332	MARK2	2011	TRUE	FALSE	cancermine
MCC	ENSG00000171444.18	ENST00000408903.7	MCC	HGNC:6935	MCC	4163	FALSE	TRUE	cancermine
MCTS1	ENSG00000232119.8	ENST00000371317.10	MCTS1	HGNC:23357	MCTS1	28985	TRUE	FALSE	cancermine
MDM2	ENSG00000135679.27	ENST00000258149.11	MDM2	HGNC:6973	MDM2	4193	TRUE	FALSE	cancermine
MECOM	ENSG00000085276.19	ENST00000651503.2	MECOM	HGNC:3498	MECOM	2122	TRUE	FALSE	cancermine
MEIS1	ENSG00000143995.20	ENST00000272369.14	MEIS1	HGNC:7000	MEIS1	4211	TRUE	FALSE	cancermine
MEN1	ENSG00000133895.18	ENST00000450708.7	MEN1	HGNC:7010	MEN1	4221	TRUE	TRUE	cancermine
MET	ENSG00000105976.16	ENST00000397752.8	MET	HGNC:7029	MET	4233	TRUE	FALSE	cancermine
METTL14	ENSG00000145388.15	ENST00000388822.10	METTL14	HGNC:29330	METTL14	57721	TRUE	TRUE	cancermine
METTL3	ENSG00000165819.12	ENST00000298717.9	METTL3	HGNC:17563	METTL3	56339	TRUE	TRUE	cancermine
MITF	ENSG00000187098.18	ENST00000352241.9	MITF	HGNC:7105	MITF	4286	TRUE	FALSE	cancermine
MLLT3	ENSG00000171843.17	ENST00000380338.9	MLLT3	HGNC:7136	MLLT3	4300	TRUE	FALSE	cancermine
MPL	ENSG00000117400.18	ENST00000372470.9	MPL	HGNC:7217	MPL	4352	TRUE	FALSE	cancermine
MTDH	ENSG00000147649.10	ENST00000336273.8	MTDH	HGNC:29608	MTDH	92140	TRUE	FALSE	cancermine
MTOR	ENSG00000198793.13	ENST00000361445.9	MTOR	HGNC:3942	MTOR	2475	TRUE	FALSE	cancermine
MTUS2	ENSG00000132938.22	ENST00000612955.6	MTUS2	HGNC:20595	MTUS2	23281	TRUE	FALSE	cancermine
MUC1	ENSG00000185499.17	ENST00000620103.4	MUC1	HGNC:7508	MUC1	4582	TRUE	FALSE	cancermine
MYB	ENSG00000118513.20	ENST00000341911.10	MYB	HGNC:7545	MYB	4602	TRUE	FALSE	cancermine
MYC	ENSG00000136997.21	ENST00000621592.8	MYC	HGNC:7553	MYC	4609	TRUE	FALSE	cancermine
MYCL	ENSG00000116990.11	ENST00000372816.3	MYCL	HGNC:7555	MYCL	4610	TRUE	FALSE	cancermine
MYCN	ENSG00000134323.12	ENST00000281043.4	MYCN	HGNC:7559	MYCN	4613	TRUE	FALSE	cancermine
MYD88	ENSG00000172936.16	ENST00000650905.2	MYD88	HGNC:7562	MYD88	4615	TRUE	FALSE	cancermine
NCAPG	ENSG00000109805.10	ENST00000251496.7	NCAPG	HGNC:24304	NCAPG	64151	TRUE	FALSE	cancermine
NCOA3	ENSG00000124151.19	ENST00000371998.8	NCOA3	HGNC:7670	NCOA3	8202	TRUE	FALSE	cancermine
NCOA4	ENSG00000266412.6	ENST00000581486.6	NCOA4	HGNC:7671	NCOA4	8031	TRUE	FALSE	cancermine
NDRG1	ENSG00000104419.17	ENST00000323851.13	NDRG1	HGNC:7679	NDRG1	10397	FALSE	TRUE	cancermine
NDRG2	ENSG00000165795.25	ENST00000556147.6	NDRG2	HGNC:14460	NDRG2	57447	FALSE	TRUE	cancermine
NDRG4	ENSG00000103034.15	ENST00000570248.6	NDRG4	HGNC:14466	NDRG4	65009	FALSE	TRUE	cancermine
NF1	ENSG00000196712.19	ENST00000358273.9	NF1	HGNC:7765	NF1	4763	FALSE	TRUE	cancermine
NF2	ENSG00000186575.19	ENST00000338641.10	NF2	HGNC:7773	NF2	4771	FALSE	TRUE	cancermine
NFIB	ENSG00000147862.18	ENST00000380953.6	NFIB	HGNC:7785	NFIB	4781	TRUE	FALSE	cancermine
NFKB1	ENSG00000109320.13	ENST00000226574.9	NFKB1	HGNC:7794	NFKB1	4790	TRUE	FALSE	cancermine
NKX2-1	ENSG00000136352.20	ENST00000354822.7	NKX2-1	HGNC:11825	NKX2-1	7080	TRUE	FALSE	cancermine
NKX3-1	ENSG00000167034.10	ENST00000380871.5	NKX3-1	HGNC:7838	NKX3-1	4824	TRUE	TRUE	cancermine
NOTCH1	ENSG00000148400.13	ENST00000651671.1	NOTCH1	HGNC:7881	NOTCH1	4851	TRUE	TRUE	cancermine
NOTCH2	ENSG00000134250.21	ENST00000256646.7	NOTCH2	HGNC:7882	NOTCH2	4853	TRUE	TRUE	cancermine
NPM1	ENSG00000181163.14	ENST00000296930.10	NPM1	HGNC:7910	NPM1	4869	TRUE	FALSE	cancermine
NR0B2	ENSG00000131910.5	ENST00000254227.4	NR0B2	HGNC:7961	NR0B2	8431	FALSE	TRUE	cancermine
NR4A1	ENSG00000123358.20	ENST00000394825.6	NR4A1	HGNC:7980	NR4A1	3164	TRUE	TRUE	cancermine
NRAS	ENSG00000213281.5	ENST00000369535.5	NRAS	HGNC:7989	NRAS	4893	TRUE	FALSE	cancermine
NSD2	ENSG00000109685.19	ENST00000508803.6	NSD2	HGNC:12766	NSD2	7468	TRUE	FALSE	cancermine
NTRK1	ENSG00000198400.13	ENST00000524377.7	NTRK1	HGNC:8031	NTRK1	4914	TRUE	FALSE	cancermine
NTRK3	ENSG00000140538.16	ENST00000394480.6	NTRK3	HGNC:8033	NTRK3	4916	TRUE	TRUE	cancermine
NUMB	ENSG00000133961.21	ENST00000555238.6	NUMB	HGNC:8060	NUMB	8650	FALSE	TRUE	cancermine
NUP98	ENSG00000110713.17	ENST00000324932.12	NUP98	HGNC:8068	NUP98	4928	TRUE	FALSE	cancermine
OPCML	ENSG00000183715.14	ENST00000524381.6	OPCML	HGNC:8143	OPCML	4978	FALSE	TRUE	cancermine
OTX2	ENSG00000165588.19	ENST00000672264.2	OTX2	HGNC:8522	OTX2	5015	TRUE	FALSE	cancermine
PAK1	ENSG00000149269.10	ENST00000356341.8	PAK1	HGNC:8590	PAK1	5058	TRUE	FALSE	cancermine
PAX6	ENSG00000007372.25	ENST00000640368.2	PAX6	HGNC:8620	PAX6	5080	FALSE	TRUE	cancermine
PBRM1	ENSG00000163939.18	ENST00000296302.11	PBRM1	HGNC:30064	PBRM1	55193	FALSE	TRUE	cancermine
PDCD1	ENSG00000188389.11	ENST00000334409.10	PDCD1	HGNC:8760	PDCD1	5133	FALSE	TRUE	cancermine
PDCD4	ENSG00000150593.18	ENST00000280154.12	PDCD4	HGNC:8763	PDCD4	27250	FALSE	TRUE	cancermine
PDGFRA	ENSG00000134853.12	ENST00000257290.10	PDGFRA	HGNC:8803	PDGFRA	5156	TRUE	FALSE	cancermine
PDLIM7	ENSG00000196923.14	ENST00000355841.7	PDLIM7	HGNC:22958	PDLIM7	9260	TRUE	FALSE	cancermine
PELP1	ENSG00000141456.16	ENST00000572293.7	PELP1	HGNC:30134	PELP1	27043	TRUE	FALSE	cancermine
PGR	ENSG00000082175.16	ENST00000325455.10	PGR	HGNC:8910	PGR	5241	TRUE	FALSE	cancermine
PHGDH	ENSG00000092621.13	ENST00000641023.2	PHGDH	HGNC:8923	PHGDH	26227	TRUE	FALSE	cancermine
PI3	ENSG00000124102.5	ENST00000243924.4	PI3	HGNC:8947	PI3	5266	TRUE	FALSE	cancermine
PIK3CA	ENSG00000121879.6	ENST00000263967.4	PIK3CA	HGNC:8975	PIK3CA	5290	TRUE	FALSE	cancermine
PIM1	ENSG00000137193.14	ENST00000373509.6	PIM1	HGNC:8986	PIM1	5292	TRUE	FALSE	cancermine
PIN1	ENSG00000127445.14	ENST00000247970.9	PIN1	HGNC:8988	PIN1	5300	TRUE	FALSE	cancermine
PLK1	ENSG00000166851.15	ENST00000300093.9	PLK1	HGNC:9077	PLK1	5347	TRUE	FALSE	cancermine
PML	ENSG00000140464.20	ENST00000268058.8	PML	HGNC:9113	PML	5371	TRUE	TRUE	cancermine
PPM1D	ENSG00000170836.13	ENST00000305921.8	PPM1D	HGNC:9277	PPM1D	8493	TRUE	FALSE	cancermine
PRAM1	ENSG00000133246.12	ENST00000423345.5	PRAM1	HGNC:30091	PRAM1	84106	TRUE	FALSE	cancermine
PRDM1	ENSG00000057657.17	ENST00000369096.9	PRDM1	HGNC:9346	PRDM1	639	FALSE	TRUE	cancermine
PRKCI	ENSG00000163558.13	ENST00000295797.5	PRKCI	HGNC:9404	PRKCI	5584	TRUE	FALSE	cancermine
PRKN	ENSG00000185345.24	ENST00000366898.6	PRKN	HGNC:8607	PRKN	5071	FALSE	TRUE	cancermine
PRUNE2	ENSG00000106772.19	ENST00000376718.8	PRUNE2	HGNC:25209	PRUNE2	158471	FALSE	TRUE	cancermine
PSMD10	ENSG00000101843.19	ENST00000217958.8	PSMD10	HGNC:9555	PSMD10	5716	TRUE	FALSE	cancermine
PTCH1	ENSG00000185920.18	ENST00000331920.11	PTCH1	HGNC:9585	PTCH1	5727	TRUE	TRUE	cancermine
PTEN	ENSG00000171862.12	ENST00000371953.8	PTEN	HGNC:9588	PTEN	5728	TRUE	TRUE	cancermine
PTGDR	ENSG00000168229.4	ENST00000306051.3	PTGDR	HGNC:9591	PTGDR	5729	TRUE	TRUE	cancermine
PTGS2	ENSG00000073756.13	ENST00000367468.10	PTGS2	HGNC:9605	PTGS2	5743	TRUE	FALSE	cancermine
PTPA	ENSG00000119383.21	ENST00000393370.7	PTPA	HGNC:9308	PTPA	5524	FALSE	TRUE	cancermine
PTPN1	ENSG00000196396.10	ENST00000371621.5	PTPN1	HGNC:9642	PTPN1	5770	TRUE	FALSE	cancermine
PTPN11	ENSG00000179295.19	ENST00000351677.7	PTPN11	HGNC:9644	PTPN11	5781	TRUE	TRUE	cancermine
PTPN12	ENSG00000127947.16	ENST00000248594.11	PTPN12	HGNC:9645	PTPN12	5782	FALSE	TRUE	cancermine
PTPRD	ENSG00000153707.19	ENST00000381196.9	PTPRD	HGNC:9668	PTPRD	5789	FALSE	TRUE	cancermine
PTTG1	ENSG00000164611.13	ENST00000352433.10	PTTG1	HGNC:9690	PTTG1	9232	TRUE	FALSE	cancermine
QKI	ENSG00000112531.17	ENST00000361752.8	QKI	HGNC:21100	QKI	9444	FALSE	TRUE	cancermine
RAB1A	ENSG00000138069.18	ENST00000409784.8	RAB1A	HGNC:9758	RAB1A	5861	TRUE	FALSE	cancermine
RAB25	ENSG00000132698.15	ENST00000361084.10	RAB25	HGNC:18238	RAB25	57111	TRUE	TRUE	cancermine
RAC1	ENSG00000136238.18	ENST00000348035.9	RAC1	HGNC:9801	RAC1	5879	TRUE	FALSE	cancermine
RAF1	ENSG00000132155.14	ENST00000442415.7	RAF1	HGNC:9829	RAF1	5894	TRUE	FALSE	cancermine
RARA	ENSG00000131759.18	ENST00000254066.10	RARA	HGNC:9864	RARA	5914	TRUE	FALSE	cancermine
RASSF1	ENSG00000068028.18	ENST00000359365.9	RASSF1	HGNC:9882	RASSF1	11186	FALSE	TRUE	cancermine
RB1	ENSG00000139687.16	ENST00000267163.6	RB1	HGNC:9884	RB1	5925	TRUE	TRUE	cancermine
RBM38	ENSG00000132819.17	ENST00000356208.10	RBM38	HGNC:15818	RBM38	55544	FALSE	TRUE	cancermine
RBM5	ENSG00000003756.17	ENST00000347869.8	RBM5	HGNC:9902	RBM5	10181	FALSE	TRUE	cancermine
REL	ENSG00000162924.15	ENST00000394479.4	REL	HGNC:9954	REL	5966	TRUE	FALSE	cancermine
