symbol	entrezgene	ensembl_gene_id	mechanism_of_inheritance	syndrome_cui	condition_cui	source	phenotypes	mechanism_of_disease	oncogene	tumor_suppressor	n_trunc_path	n_nontrunc_path	n_nontrunc_benign	benign_missense_rate	path_truncation_rate	confidence_level	id	panel_url	panel_version	panel_name	genename
KCNQ1OT1	10984	ENSG00000269821	NA	NA	NA	PANEL_APP	Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	KCNQ1 opposite strand/antisense transcript 1
KDM3B	51780	ENSG00000120733	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	lysine demethylase 3B
KDR	3791	ENSG00000128052	AD	NA	NA	CGC_94	melanoma	NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	kinase insert domain receptor
KIF1B	23095	ENSG00000054523	NA	NA	NA	NCGC&PANEL_APP	Neuro-endocrine Tumours- PCC and PGL	NA	FALSE	FALSE	0	0	11	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	kinesin family member 1B
KISS1R	84634	ENSG00000116014	NA	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	1	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	KISS1 receptor
KIT	3815	ENSG00000157404	AD	NA	C0238198	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, R363, Sarcoma;Sarcoma pertinent cancer susceptibility, ; Gastro-Intestinal Stromal Tumor; NA; GIST, epithelioma"	GoF	TRUE	FALSE	1	0	6	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"KIT proto-oncogene, receptor tyrosine kinase"
KITLG	4254	ENSG00000049130	AD	NA	NA	PANEL_APP		NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	KIT ligand
KLF6	1316	ENSG00000067082	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	Kruppel like factor 6
KLLN	100144748	ENSG00000227268	NA	NA	NA	PANEL_APP	Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"killin, p53 regulated DNA replication inhibitor"
KMT2D	8085	ENSG00000167548	NA	NA	NA	OTHER		NA	FALSE	TRUE	54	5	34	0.87	0.92	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	lysine methyltransferase 2D
KRAS	3845	ENSG00000133703	AD/AR	C1860991&C2674723	NA	PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, R230, Sarcoma;Sarcoma pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; RASopathy (Cardiofaciocutaneous syndrome 2, Noonan syndrome 3, RAS-associated autoimmune leukoproliferative disorder, Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic)"	NA	TRUE	FALSE	0	21	2	0.09	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"KRAS proto-oncogene, GTPase"
KRT17	3872	ENSG00000128422	AD	NA	NA	PANEL_APP	R230	NA	FALSE	FALSE	0	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	keratin 17
L2HGDH	79944	ENSG00000087299	AR	NA	NA	OTHER		NA	FALSE	FALSE	3	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	L-2-hydroxyglutarate dehydrogenase
LCK	3932	ENSG00000182866	AR	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"LCK proto-oncogene, Src family tyrosine kinase"
LEF1	51176	ENSG00000138795	AD	NA	NA	PANEL_APP	R230	NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	lymphoid enhancer binding factor 1
LEMD3	23592	ENSG00000174106	AD	NA	NA	PANEL_APP	R230	NA	FALSE	FALSE	0	0	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	LEM domain containing 3
LIG4	3981	ENSG00000174405	AR	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	5	0	6	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DNA ligase 4
LMO1	4004	ENSG00000166407	AD	NA	C4225207	CGC_94&TCGA_PANCAN_2018	neuroblastoma; Neuroblastoma	NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	LIM domain only 1
LRIG3	121227	ENSG00000139263	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	leucine rich repeats and immunoglobulin like domains 3
LZTR1	8216	ENSG00000099949	AD/AR	NA	NA	CGC_94&NCGC&PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; glioblastoma, schwannoma"	NA	FALSE	FALSE	12	2	1	NA	0.86	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	leucine zipper like transcription regulator 1
MAD2L2	10459	ENSG00000116670	AR	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mitotic arrest deficient 2 like 2
MAF	4094	ENSG00000178573	NA	NA	NA	OTHER		NA	TRUE	FALSE	0	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	MAF bZIP transcription factor
MAFB	9935	ENSG00000204103	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	MAF bZIP transcription factor B
MAP2K1	5604	ENSG00000169032	AD	NA	NA	PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; RASopathy (Cardiofaciocutaneous syndrome 3)"	NA	FALSE	FALSE	0	12	1	0.08	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mitogen-activated protein kinase kinase 1
MAP2K2	5605	ENSG00000126934	AD	NA	NA	PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; RASopathy (Cardiofaciocutaneous syndrome 4)"	NA	FALSE	FALSE	0	6	7	0.54	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mitogen-activated protein kinase kinase 2
MAP2K4	6416	ENSG00000065559	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mitogen-activated protein kinase kinase 4
MAP3K1	4214	ENSG00000095015	NA	NA	NA	NCGC		NA	FALSE	TRUE	0	0	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mitogen-activated protein kinase kinase kinase 1
MAX	4149	ENSG00000125952	AD/AR	C1708353	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Paraganglioma, Pheochromocytoma; Familial paraganglioma-pheochromocytoma syndrome; pheochromocytoma"	LoF	FALSE	FALSE	5	0	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	MYC associated factor X
MBD4	8930	ENSG00000129071	AR	NA	NA	PANEL_APP	Haemonc;Haematological malignancies pertinent cancer susceptibility	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"methyl-CpG binding domain 4, DNA glycosylase"
MC1R	4157	ENSG00000258839	AR	NA	NA	PANEL_APP	R230	NA	FALSE	FALSE	0	0	12	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	melanocortin 1 receptor
MDH2	4191	ENSG00000146701	AD	NA	NA	PANEL_APP	Neuro-endocrine Tumours- PCC and PGL	NA	FALSE	FALSE	0	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	malate dehydrogenase 2
MEN1	4221	ENSG00000133895	AD/AR	C0025267	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system; Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Parathyroid cancer, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; parathyroid adenoma, pituitary adenoma, pancreatic islet cell, carcinoid; Parathyroid, Pituitary Adenoma, Neuroendocrine Tumor, Carcinoid Tumor, Adrenocortical Carcinoma; Multiple endocrine neoplasia Type 1"	LoF	FALSE	TRUE	69	26	3	0.1	0.73	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	menin 1
MET	4233	ENSG00000105976	AD	NA	C0007134	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, R224, Renal; Renal Cell Cancer (Papillary Carcinoma); NA"	GoF	TRUE	FALSE	0	4	10	0.71	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"MET proto-oncogene, receptor tyrosine kinase"
MINPP1	9562	ENSG00000107789	AD	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	multiple inositol-polyphosphate phosphatase 1
MITF	4286	ENSG00000187098	AD	NA	C1512419	NCGC&PANEL_APP&TCGA_PANCAN_2018	Familial Melanoma; NA; R224	GoF	TRUE	FALSE	5	3	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	melanocyte inducing transcription factor
MLH1	4292	ENSG00000076242	AD/AR	C1333990&C0009405&C0265325&C4552100	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Brain Tumors, Hematological Malignancy, Embryonal Tumors, Monoallelic Mutations:, Colorectal Cancer, Endometrial Cancer, Ovarian Cancer; MMR deficiency syndrome (biallelic mutations)Lynch syndrome / Hereditary Non-Polyposis Colon Cancer (monoallelic mutations) ; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Bladder, Adult Glioma, Childhood;Childhood solid tumours pertinent cancer susceptibility, Colorectal, Endometrial Carcinoma, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, Familial breast and or ovarian cancer, Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis); Haemonc;Haematological malignancies pertinent cancer susceptibility, R210, Familial ovarian cancer;R207, R367, R211;R209, R224, R230, Ovarian, Prostate, Renal, Sarcoma;Sarcoma pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359, Hepatopancreatobiliary;Upper Gastrointestinal; colorectal, endometrial, ovarian, CNS"	LoF	FALSE	FALSE	491	113	33	0.23	0.81	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mutL homolog 1
MLH3	27030	ENSG00000119684	NA	NA	NA	NCGC		NA	FALSE	FALSE	0	0	21	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mutL homolog 3
MN1	4330	ENSG00000169184	AD	NA	NA	OTHER		NA	TRUE	FALSE	1	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"MN1 proto-oncogene, transcriptional regulator"
MPL	4352	ENSG00000117400	AD	C4273671	NA	CGC_94&TCGA_PANCAN_2018	MPN; MPN; familial essential thrombocythemia	NA	TRUE	FALSE	6	2	5	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"MPL proto-oncogene, thrombopoietin receptor"
MRE11	4361	ENSG00000020922	NA	NA	NA	NCGC		NA	FALSE	FALSE	24	1	5	NA	0.96	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"MRE11 homolog, double strand break repair nuclease"
MSH2	4436	ENSG00000095002	AD/AR	C1333990&C0009405&C0265325&C4552100	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Brain Tumors, Hematological Malignancy, Embryonal Tumors, Monoallelic Mutations:, Colorectal Cancer, Endometrial Cancer, Ovarian Cancer, Sebaceous Adenoma, Carcinoma, Epithelioma; MMR deficiency syndrome (biallelic mutations)Lynch syndrome / Hereditary Non-Polyposis Colon Cancer (monoallelic mutations) ; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Bladder, Adult Glioma, Childhood;Childhood solid tumours pertinent cancer susceptibility, Colorectal, Endometrial Carcinoma, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, Familial breast and or ovarian cancer; Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), Haemonc;Haematological malignancies pertinent cancer susceptibility, R210, Familial ovarian cancer;R207, R367, R211;R209, R224, R230, Ovarian, Prostate, Renal, Sarcoma;Sarcoma pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359, Hepatopancreatobiliary;Upper Gastrointestinal; colorectal, endometrial, ovarian"	LoF	FALSE	TRUE	512	66	25	0.27	0.89	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mutS homolog 2
MSH3	4437	ENSG00000113318	AR	NA	NA	NCGC&PANEL_APP	"GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), R211;R209"	NA	FALSE	FALSE	19	0	6	NA	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mutS homolog 3
MSH5	4439	ENSG00000204410	NA	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mutS homolog 5
MSH6	2956	ENSG00000116062	AD/AR	C1333990&C0009405&C0265325&C4552100	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Brain Tumors, Hematological Malignancy, Embryonal Tumors, Monoallelic Mutations:, Colorectal Cancer, Endometrial Cancer, Ovarian Cancer; MMR deficiency syndrome (biallelic mutations)Lynch syndrome / Hereditary Non-Polyposis Colon Cancer (monoallelic mutations) ; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Bladder, Adult Glioma, Childhood;Childhood solid tumours pertinent cancer susceptibility, Colorectal, Endometrial Carcinoma, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, Familial breast and or ovarian cancer; Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), Haemonc;Haematological malignancies pertinent cancer susceptibility, R210, Familial ovarian cancer;R207, R367, R211;R209, R224, R230, Ovarian, Prostate, Renal, Sarcoma;Sarcoma pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359, Hepatopancreatobiliary;Upper Gastrointestinal; colorectal, endometrial, ovarian"	LoF	FALSE	FALSE	385	28	23	0.45	0.93	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	mutS homolog 6
